Gene,NM_ID,S0_Ms1-10,S0_Ms1-7,S0_Ms1-8,S0_Ms1-9,S0_Ms1-5,S2_Ms2-4,S2_Ms2-6,S2_Ms2-8,S2_Ms2-10,S2_Ms2-7,S5_Ms3-4,S5_Ms3-3,S5_Ms3-7,S5_Ms3-8,S5_Ms3-10,S8_Ms4-1,S8_Ms4-2,S8_Ms4-3,S8_Ms4-4,S8_Ms4-6,S12_Ms5-1,S12_Ms5-2,S12_Ms5-3,S12_Ms5-4,S12_Ms5-5,S16_Ms6-1,S16_Ms6-2,S16_Ms6-4,S16_Ms6-5,S16_Ms6-6,T0_Ms1-10,T0_Ms1-7,T0_Ms1-8,T0_Ms1-9,T0_Ms1-5,T2_Ms2-4,T2_Ms2-6,T2_Ms2-8,T2_Ms2-10,T2_Ms2-7,T5_Ms3-4,T5_Ms3-8,T5_Ms3-10,T5_Ms3-7,T5_Ms3-3,T8_Ms4-1,T8_Ms4-2,T8_Ms4-3,T8_Ms4-4,T8_Ms4-6,T12_Ms5-1,T12_Ms5-2,T12_Ms5-3,T12_Ms5-4,T12_Ms5-5,T16_Ms6-1,T16_Ms6-2,T16_Ms6-4,T16_Ms6-5,T16_Ms6-6,L0_Ms1-10,L0_Ms1-7,L0_Ms1-8,L0_Ms1-9,L0_Ms1-5,L2_Ms2-4,L2_Ms2-6,L2_Ms2-8,L2_Ms2-10,L2_Ms2-7,L5_Ms3-4,L5_Ms3-3,L5_Ms3-7,L5_Ms3-8,L5_Ms3-10,L8_Ms4-1,L8_Ms4-2,L8_Ms4-4,L8_Ms4-6,L8_Ms4-3,L12_Ms5-1,L12_Ms5-2,L12_Ms5-3,L12_Ms5-4,L12_Ms5-5,L16_Ms6-1,L16_Ms6-2,L16_Ms6-4,L16_Ms6-5,L16_Ms6-6,B0_Ms1-10,B0_Ms1-7,B0_Ms1-9,B0_Ms1-5,B0_Ms1-8,B2_Ms2-4,B2_Ms2-6,B2_Ms2-10,B2_Ms2-7,B2_Ms2-8,B5_Ms3-4,B5_Ms3-8,B5_Ms3-7,B5_Ms3-3,B5_Ms3-10,B8_Ms4-2,B8_Ms4-1,B8_Ms4-3,B8_Ms4-4,B8_Ms4-6,B12_Ms5-1,B12_Ms5-2,B12_Ms5-4,B12_Ms5-5,B12_Ms5-3,B16_Ms6-1,B16_Ms6-2,B16_Ms6-5,B16_Ms6-6,B16_Ms6-4
Atg12,NM_026217.1,333.18,351.18,384.51,336.15,354.78,413.22,432.79,376.97,459.36,493.59,347.38,344.54,350.04,382.67,313.61,359.92,320.31,297.33,272.87,284.4,402.67,406.36,464.88,395.39,423.45,449.01,345.61,433.26,408.93,438.44,177.55,206.79,216.07,235.12,207,246.48,234.01,192.85,192.47,224.58,264.61,283.33,276.75,284.39,286.13,316.79,229.83,259.54,277.39,315.08,191.33,213.3,204.9,242.48,207.63,209.91,274.93,206.36,224.9,234.87,384.45,375.9,354.64,363.84,369.51,383.46,410.37,409.19,439.63,376.22,350.6,321.81,334.44,396.53,333.12,407.57,301.8,323.35,459.71,331.21,350.21,336.4,356.14,349.03,373.02,338.49,378.04,420.11,359.82,291.85,496.35,418.52,456,524.79,440.2,445.95,489.01,427.13,463.46,445.42,369.25,399.29,447.64,384.51,592.87,448.18,810.28,642.4,587.33,599.95,522.92,431.83,440.75,464.42,418.89,489.75,459.9,451.07,426.81,458.14
Atg16l1,NM_001205391.1,472.98,440.64,523.36,461.76,396.17,280.93,397.66,378.31,414.41,256.34,358.62,391.28,412.74,396.63,341.94,334.31,324.97,342.65,328.66,325.32,371.17,351.69,399.89,376.56,371.7,407.92,404.31,465.23,382.03,412.79,282.08,228.5,251.91,239.52,216.09,343.62,286.97,215.93,288.16,248.46,292.79,347.12,290.17,303.46,284.1,309.86,314.28,310.58,324.32,315.67,320.26,291.2,281.87,269.95,289.3,259.64,269.92,238.68,260.58,289.86,546.66,472.52,518.22,538.22,496.07,452.43,456.16,450.53,493.03,433.27,432.85,429.88,433.97,516.45,480.63,458.12,481.61,470.82,486.91,453.31,455.02,398.83,429.19,453.95,462.22,544.45,565.52,520.37,498.91,519.56,348.35,337.14,366.13,349.86,350.9,289.72,350.61,391.54,361.97,312.74,243.84,228.72,214,246.16,321.34,427.28,592.13,473.77,472.06,421.16,284.96,366.58,410.94,366.3,388.72,151.21,377.57,350.48,311.36,387.16
Atg5,NM_053069.5,220.18,177.02,195.31,193.79,247.16,266.07,206.01,254.45,261.29,334.06,251.82,251.06,253.39,239.61,260.85,122.51,139.18,119.66,131.87,127.8,151.84,123.91,184.95,188.28,163.5,202.49,208.25,214.98,233.52,203.95,166.79,139.39,142.34,161.51,152.45,151.92,134.25,143.4,148.97,155.22,169.12,158.55,191.1,169.14,169.45,189.55,158.21,159.18,185.92,176.16,169.39,155.79,176.87,178.07,164.15,189.43,164.71,166.08,208.64,189.04,215.85,228.98,227.7,176.54,222.61,228.97,248.34,219.06,254.59,251.33,265.64,220.88,208.36,279.35,276.58,262.23,245.01,232.68,243.45,290.51,235.53,226.81,266.13,245.15,243.27,232.82,215.15,157.54,276.67,157.15,214.78,196.34,170.51,210.24,177.34,186.05,236.2,158.9,209.74,166.52,181.14,183.17,214,174.29,237.79,209,420.72,289.08,296.41,278.12,240.9,195.76,178.86,174.43,195.25,264.06,157.56,181.06,170.26,178.09
Atg7,NM_028835.1,203.87,206.52,221.24,199.77,191.58,227.42,244.34,226.18,207.91,230.43,264.19,256.4,248.17,258.22,262.8,146.74,148.5,116.63,116.65,128.81,158.59,140.31,172.45,252.84,197.61,227.44,191.63,206.16,160.34,199.07,169.1,164.52,163.85,156.02,168.54,163.8,160.11,182.96,163.65,172.28,197.88,212.02,212.19,178.26,205.98,225.91,148.06,207.63,229.87,234.1,157.04,160.5,178.91,167.65,179.18,175.53,184.12,150.67,194.19,202.21,169.87,205.15,193.68,202.37,183.06,204.15,216.63,201.15,217.33,177.32,218.45,207.81,205.7,245.28,226.18,383.87,207.16,263.27,262.88,228.76,172.64,221.72,211.33,217.11,264.12,198.8,210.54,219.61,208.64,166.77,333.91,352.64,329.12,434.92,325.75,330.91,298.94,311.45,395.8,328.99,210.17,209.33,210.9,246.16,232.97,717.56,1246.59,1104.12,922.16,1017.13,343.72,516.28,438.62,451.33,376.29,218.92,275.37,247.77,300.87,267.14
Atm,NM_007499.2,639.57,479.66,628.64,624.45,557,493.49,558.96,628.73,625.12,462.23,420.45,459.38,458.45,419.89,455.27,161.27,271.03,218.77,220.63,236.41,301.44,236.89,332.41,317.39,237.6,604.55,457.49,490.59,459.51,404.24,314.37,303.91,390.16,335.11,365.05,295.05,302.98,299.44,262.06,346.83,278.41,284.26,262.69,215.57,291.21,308.13,304.13,364.22,390.25,316.27,292.14,294.33,418.48,372.72,334.8,396.41,392.67,348.08,333.29,363.18,578.59,439.43,603.28,624.34,533.36,401.39,405.09,551.1,428.45,405.51,484.09,422.75,431.32,453.77,388.44,331.74,470.05,398.72,369.06,380.33,373.64,570.86,644.44,651.32,583.85,517.59,542.47,549.01,603.23,676.72,263.52,275.14,274.92,218.26,282.98,332.33,420.74,259.33,289.24,319.51,220.62,215.15,260.52,273.11,292.42,178.81,257.11,248.93,252.5,238.39,264.4,251.42,295.96,252.92,287.55,246,231.37,239.3,244.89,252.94
Axl,NM_009465.3,2214.63,2015.71,2319.25,2324.33,3072.36,6357.36,6443.96,5184.65,4517.74,9274.54,4288.81,4979.75,6291.65,5549.35,3560.08,712.24,1040.84,822.49,603.56,665.28,1776,1466.89,2866.75,2283.59,1663.22,2915.61,2544.42,2938.02,2809.79,2690.48,183.7,59.41,405.52,270.28,163.64,121.95,152.11,140.11,83.73,404.25,216.86,192.32,184.71,121.88,187.71,177.44,124,790.73,674.18,108.18,106.98,105.6,487.8,268.05,173.09,733.58,532.33,125.81,274.58,537.9,725.47,1102.54,875.48,643.72,962.76,2042.83,2530.92,1932.99,1613.22,2770.76,1212.25,907.26,1462.5,1770.1,1436.98,1374.36,790.77,1063.99,1366.19,1553.61,972.94,1057.61,1017.54,766.63,954.55,1563.51,1389.22,1083.7,1079.47,702.37,1429.48,1245.22,1333.65,1307.97,1329.39,3959.56,3399.1,1417.43,3552.05,2553.37,513.23,755.93,1012.11,585.75,702.12,1105.36,1129.72,1316.92,1432.64,1048.92,1166.29,1383.77,1309.48,1401.97,1510.5,1633.99,1307.3,1287.56,1216.29,1402.81
Batf,NM_016767.2,220.18,188.44,225.82,198.58,260.17,274.99,330.58,275.99,252.86,268.61,273.18,251.06,240.33,225.65,275.51,60.91,83.91,64.66,47.17,68.7,113.6,80.18,172.45,174.83,132.92,221.57,184.99,199.54,162.5,186.86,66.1,60.55,95.24,68.12,57.35,62.01,63.43,68.68,50.56,74.48,87.44,75.05,65.83,77.11,90.3,68.38,89.26,137.56,96.23,73.3,61.03,62.21,88.69,65.36,82.08,109.71,118.99,61.66,101.61,90.51,315.48,276.63,283.98,386.45,336.74,284.15,362.82,329.28,296.81,354.63,453.08,553.38,473.78,359.74,527.34,304.89,403.8,462.08,321.15,335.42,352.67,444.71,404.41,396.82,379.97,293.72,261.25,331.79,373.43,394.48,111.9,95.59,87.24,131.6,95.59,139.18,208.52,128.39,213.12,154.34,77.8,92.07,100.28,111.4,163.88,134.69,373.98,244.92,159.18,178.79,176.27,105.56,121.37,130.82,115.37,108.33,83.75,83.65,73.47,80.01
Bax,NM_007527.3,206.2,248.4,251.76,245.23,222.33,399.84,472.72,387.74,289.38,463.59,299.04,297.8,336.98,287.3,294.07,166.12,164.48,183.11,180.05,162.66,159.72,178.58,214.94,223.25,170.56,231.84,214.9,194.03,242.13,254.03,401.99,434.15,428.05,379.05,380.44,694.48,670.01,657.13,572.51,649.87,511.38,618.25,561.16,619.36,533.71,496.82,432.94,422.18,403.32,475.88,408.72,417.19,333.86,350.46,431.1,371.55,492.87,396.81,350.9,332.25,214.57,225.01,213.31,202.37,245.21,473.12,484.34,468.44,351.46,516.53,361.38,365.75,345.05,350.2,400.73,233.8,258.68,293.85,261.58,266.65,242.93,267.59,233.51,238.92,221.26,254.32,250.49,236.31,240.39,253.37,176.88,169.22,181.08,152.46,155.96,427.48,418.89,291.11,449.93,342.53,189.27,177.35,167.48,190.46,250.64,190.42,186.99,160.6,236.03,290.04,229.15,197.68,132.01,189.69,181.05,200.86,178.85,138.71,156.26,179.38
Bcl10,NM_009740.1,948.29,820.37,988.73,888.82,847.92,807.12,884.75,932.99,921.53,947.63,866.75,894.73,871.19,972.39,726.87,402.15,493.45,434.51,404.74,392,554.51,430.05,722.31,594.43,634,827.58,694.54,736.44,875.98,741.32,461.17,452.43,432.14,444.98,390.23,404.6,440.93,354.94,388.2,381.51,367.57,408.1,370.7,409.59,333.82,386.9,416.91,448.14,401.54,362.97,384.03,370.14,408.28,400.66,403.88,374.47,444.65,366.97,378,396.98,1034.56,1017.83,1203.95,974.19,1074.63,866.24,949.31,1065.01,1082.93,915.88,953.35,917.94,966.15,1069.69,1114.92,990.49,983.21,1009.38,897.41,1007.67,842.23,918.72,995.36,1018.02,952.24,927.72,882.1,961.97,1003.87,971.78,676.84,663.94,671.45,702.93,612.5,741.35,636.64,729.69,847.42,649.85,437.75,423.51,371.14,472.55,473.97,954.42,1410.2,1240.64,1322.86,1303.2,840.2,671.74,694.13,671.55,685.14,548.43,654.36,608.84,552.75,589.77
Bcl2,NM_009741.3,655.88,489.18,688.15,549.08,584.2,737.26,756.99,685.27,796.5,729.47,401.34,582.24,475.43,473.4,382,62.29,126.53,71.31,70.5,74.26,204.71,94.76,307.42,250.15,131.74,529.71,338.96,460.82,348.67,437.22,165.25,191.94,160.77,168.1,180.43,198.94,204.45,158.79,161.48,188.2,167.97,185.76,189.82,198.16,166.4,212.92,151.26,144.48,141.37,185.03,186.53,169.91,142.21,144.45,152.77,140.43,177.23,144.2,154.9,173.57,514.72,423.55,530,484.4,551.44,631.75,609.39,624.12,653.24,727.77,498.92,435.82,481.75,540.98,499.07,418.63,417.47,440.24,461.01,544.54,390.9,391.19,427.89,407.21,413.56,426.25,563.99,455.92,492.87,612.57,212.98,148.55,181.08,166.91,174.82,404.76,583.12,354.67,602.16,435.94,92.89,116.3,146.8,73.67,122.11,209,124.66,128.48,131.74,143.03,232.08,124.75,166.08,189.69,166.85,171.52,110.72,84.71,85.13,90.34
Bcl2l1,NM_009743.4,478.81,577.69,312.79,376.82,583.02,332.95,360.93,253.11,226.17,289.06,329.39,319.16,316.08,300.09,284.3,1186.37,1032.85,913.13,539.14,822.89,1420.58,1470.54,2694.29,1538.53,2216.06,1288.33,834.11,1247.97,1150.39,1372.72,242.88,211.36,284.68,295.55,227.28,495.54,532.07,345.6,449.09,578.23,476.87,624.82,547.1,566.29,467.76,656.95,267.25,427.38,521.52,563.37,294.2,295.38,277.28,292.21,275.07,311.57,330.04,220.28,275.93,313.35,272.05,311.04,221.16,209.91,277.98,480.02,454.4,371.99,330.34,439.44,347.9,326.56,343.73,446.95,454.82,282.77,274.46,323.35,398.85,360.69,372.4,287.98,323.53,279.44,274.55,356.4,310.42,315.09,328.07,246.95,1393.39,1351.14,1317.79,1211.67,1416.18,627.73,572.05,1243.27,608.92,506.34,373.89,319.82,295.67,307.25,427.38,1469.94,1215.42,947.54,944.11,1315.12,1862.55,1577.62,1777.92,1487,1173.26,1731.04,1508.86,1582.98,1290.92,2217.13
Bcl6,NM_009744.3,163.1,119.92,155.63,160.3,140.73,126.34,166.09,109.05,144.69,181.35,114.67,108.17,99.27,126.78,140.68,43.61,55.27,39.28,42.1,47.99,64.11,40.09,114.97,118.35,96.45,165.81,159.51,135.6,121.6,123.35,39.97,28.56,52.23,56.03,30.77,52.19,46.19,36.81,38.06,54.01,43.14,48.78,64.55,38.14,45.66,75.3,44.36,64.02,81.38,71.53,41.15,35.55,33.13,35.52,37.38,65.82,38.2,28.84,46.52,63.59,185.2,198.54,205.46,176.54,222.61,91.04,110.96,88.18,166.41,95.6,109.22,109.25,104.84,96.75,146.28,187.99,153.53,207.56,176.12,151.57,106.05,100.66,202.2,196.33,149.44,150.44,118.33,174.25,205.61,218.09,120.93,127.88,121.6,146.04,122,119.3,83.04,101.7,169.15,97.48,52.25,54.27,45.49,75.46,104.43,197.39,545.38,393.47,340.32,361.56,155.7,126.67,132.01,130.82,184.6,90.28,105.04,84.71,114.28,104.53
Bid,NM_007544.3,546.38,471.09,514.2,622.05,528.62,469.7,488.69,560.07,538.03,338.15,600.32,484.75,515.92,562.96,454.29,429.14,447.5,445.39,474.73,407.66,406.04,357.16,382.4,462.64,397.57,584,502.9,468.54,505.78,429.89,196,147.38,256.01,231.83,186.72,225.81,227.85,231.86,220.74,262.68,193.85,206.4,200.69,193.19,202.93,180.9,189.75,304.53,346.89,180.3,196.82,170.43,306.34,265.69,197.88,280.85,253.01,214.81,238.45,272.67,404.88,338.84,424,413.36,426.01,284.15,357.53,362.35,396.16,303.75,345.2,306.38,360.98,350.2,329.44,469.18,413.26,513.43,328.92,367.7,332.94,407.75,451.37,524.59,408.93,374.31,341.16,441.6,450.53,426.56,460.25,441.77,458.65,540.84,493.02,478.61,477.94,504.68,522.66,499.57,443.56,511.71,425.93,499.51,490.04,520.17,973.9,778.91,697.11,866.15,405.41,489.41,485.47,527.65,466.82,277.6,391.76,402.36,374.33,405.23
Birc5,NM_009689.2,348.33,557.7,195.31,395.96,516.79,95.13,102.21,144.06,108.17,59.99,213.6,216.34,120.16,147.72,212,1969.2,1453.05,1784.57,1509.4,1715.49,1535.3,1833.16,992.24,1231.9,1502.08,340.42,516.19,635.01,741.46,635.06,522.66,525.56,494.61,442.78,500.72,522.41,512.98,578.56,447.46,465.66,337.66,282.39,282.5,431.97,291.21,243.22,556.95,339.13,364.71,315.67,479.36,529.59,550.49,514.8,514.8,441.03,469.7,541.01,513.93,468.01,127.72,121.77,98.15,210.98,122.04,142.07,93.35,119.86,63.34,107.93,179.34,262.44,260.12,185.32,189.3,222.74,240.81,313.52,137.27,188.06,252.79,355.51,178.72,269.05,189.98,238.2,118.33,205.28,232.83,230.92,1267.04,1255.55,1513.41,1142.67,1172.18,421.8,485.32,837.74,399.18,419.7,877.83,764.65,768.13,734.88,1000.97,1725.39,841.45,947.54,1086.83,1195.93,2032.94,1765.7,1784.31,1465.2,1309.93,2083.12,1118.52,1128.73,1032.04,1286.66
Blk,NM_007549.2,1138.19,730.91,1100.12,1031.17,960.26,487.54,511.04,700.08,738.91,271.34,510.38,430,382.7,455.95,375.16,24.92,178.47,47.14,41.59,55.06,160.84,96.58,377.4,341.6,188.2,868.67,701.18,714.39,724.24,729.1,4.61,10.28,8.19,5.49,4.2,4.65,3.08,4.4,2.17,6.25,5.75,3.75,3.83,3.32,3.04,11.25,3.74,8.65,5.35,2.36,8.23,3.66,4.08,5.21,1.63,13.16,3.76,3.48,5.42,5.16,579.86,518.84,608.52,690,663.31,165.52,174.36,314.13,490.55,141.85,264.3,185.25,118.11,227.56,220.03,107.42,395.39,197.72,124.32,202.1,221.96,188.59,421.37,423.83,366.07,503.26,385.72,429.66,476.24,509.94,263.52,206.68,257.74,173.33,269.15,39.77,70.12,94.07,42.29,74.46,25.55,16.48,16.54,16.17,24.1,69.67,46.75,128.48,104.29,147.01,279.09,197.68,238.48,255.1,157.97,431.07,411.64,277.42,285.71,351.02
Blnk,NM_008528.4,1385.16,1201.05,1580.76,1288.37,1175.49,817.52,918.28,1133.59,1248.84,679.02,818.41,902.74,723.6,835.14,668.25,93.44,332.96,158.94,119.19,151.04,373.42,244.18,617.34,516.43,348.17,1272.19,1019.1,904.01,1016.95,1028.32,33.05,16,62.47,40.65,25.88,21.7,22.17,31.32,9.79,38.09,35.09,48.78,24.29,28.19,42.62,69.24,20.31,96.03,64.15,46.7,32.23,35.03,43.33,30.78,50.38,59.97,78.91,18.4,27.1,49.26,1153.34,970.18,888.57,1372.47,1222.66,449.67,487.87,619.99,1054.37,535.03,471.96,396.63,307.89,373.37,494.15,350.7,1213.5,891.4,427.34,557.17,605.47,679.17,937.96,1146.83,968.45,1289.49,763.77,1021.64,976.66,1266.84,563.13,503.77,408.42,337.02,544.59,268.42,232.51,181.79,194.52,308.68,102.18,172.51,111.65,66.48,78.73,269.37,155.82,208.78,274.45,297.99,461.23,512.44,577.02,665.01,594.62,485.23,888.57,801.55,717.18,787.22
Bmi1,NM_007552.4,257.46,265.53,335.68,246.43,211.68,282.42,324.19,306.96,300.62,320.42,267.56,272.42,288.66,319.86,236.43,102.44,137.85,119.05,103.97,103.05,122.6,133.02,239.94,185.59,128.21,277.33,165.05,232.62,243.21,227.16,513.44,596.39,429.07,465.85,546.88,387.54,344.86,343.95,373.52,349.67,406.69,446.57,352.16,399.64,433.26,470.86,463.41,449,457.37,443.36,468.38,476.79,488.31,455.12,457.92,425.67,492.87,497.26,519.35,447.39,287.38,272.66,302.3,247.58,280.24,280.01,313.5,301.73,348.97,268.29,275.08,206.63,244.19,284.8,259.37,210.1,248.17,196.63,261.58,262.44,231.83,243.38,272.65,232.69,228.21,263.27,262.78,221.99,257.02,208.47,122.73,138.21,109.71,101.11,124.51,164.74,131.02,133.48,137.01,162.46,106.83,106.61,123.02,132.96,139.78,148.62,186.99,160.6,153.69,115.22,167.45,120.91,106.46,119.92,126.02,124.13,129.17,120.71,130.61,98.08
Bst1,NM_009763.3,293.58,235.07,292.96,259.59,269.63,416.19,408.84,457.75,236,257.7,302.41,341.87,286.04,308.23,376.13,56.07,99.22,74.33,50.21,63.65,118.1,122.09,202.45,212.49,202.32,286.13,260.31,286.64,262.58,283.34,75.33,26.28,174.09,83.5,32.17,36.69,60.35,53.84,29.9,121.67,46.59,53.48,104.18,38.97,39.57,98.67,65.21,215.42,141.37,69.16,41.15,47.05,77.99,46.89,56.07,107.51,142.16,31.33,57.35,118.58,660.33,649.88,681.8,407.97,661.05,889.69,1040.9,1020.92,619.7,609.04,841.43,901.32,861.31,972.94,1005.52,898.87,538.4,616.11,705.76,1000.66,610.4,746.7,717.5,600.42,684.64,956.37,794.5,668.36,663.71,654.26,346.54,275.14,218.09,361.1,274.18,376.36,267.57,460.19,463.46,398.03,53.41,62.02,48.59,37.73,88.37,698.98,1254.38,903.38,916.67,913.83,472.98,585.37,447.14,623.58,477.47,185.07,296.66,274.24,275.21,292.95
Bst2,NM_198095.2,999.55,938.38,767.49,985.72,953.17,2198.39,2020.22,1952.15,1362.63,2009.8,1313.06,1352.77,1076.26,1394.61,1269.08,487.97,521.42,446.6,448.86,510.71,665.86,492,937.25,944.1,777.5,1030.07,825.25,902.9,933.01,930.61,1205.2,554.12,3170.43,2039.2,1041.3,953.88,918.8,771.96,509.44,1533.99,1343.74,1215.86,1053.3,985,1190.2,1474.02,1420.69,3145.62,3285.94,1295.8,1038.26,883,2492.5,2228.26,1178.31,3436.79,2219.49,942.3,1799.66,2471.25,1092.03,1524.76,989.33,1538.25,1409.12,3869.11,3726.8,3237.73,1903.82,2881.78,1813.66,1539.01,1633.69,2008.56,2204.02,2973.05,1655.15,2876.28,2112.09,2072.89,2054.39,2134.34,2189.01,2070.31,2430.4,2093.63,1479.89,1556.33,1873.19,1286.08,617.28,883.54,1030.97,751.08,737.02,2437.09,2838.12,723.33,1798.02,2730.73,429.63,503.95,563.43,427.63,456.3,657.18,716.79,843.15,889.22,913.83,1324.93,713.96,1347.81,1173.03,1159.06,679.33,640.17,678.72,600.57,571.71
Btk,NM_013482.2,1148.67,879.38,1162.68,1137.64,1072.61,759.55,715.46,920.88,1081.67,718.57,728.48,663.7,710.54,742.08,674.11,454.06,480.13,424.84,416.4,407.15,518.52,450.09,649.83,750.44,569.31,1037.41,993.62,1088.12,1079.37,990.46,27.67,16,63.49,28.57,27.27,21.7,20.94,27.47,13.59,45.49,34.51,38.46,34.51,19.07,40.59,51.07,28.86,115.93,74.84,26.6,34.97,24.05,43.84,41.68,32.91,85.57,75.78,20.39,33.87,57.28,859.58,737.23,840.15,962.35,884.79,369.67,362.82,497.37,879.26,391.64,434.2,331.31,305.24,380.18,408.11,458.12,655.12,577.88,331.51,380.33,431.59,470.19,694.01,762.47,560.68,891.9,533.25,675.52,851.18,840.28,952.99,975.25,1156.53,1011.07,967.18,842.19,954.04,914.02,1019.95,916.56,789.58,892.58,1129.96,776.21,1172.89,1086.78,1456.95,1361.09,1383.24,1354.85,1222.11,1107.4,1213.67,1005.14,1150.18,1162.3,1013.48,1024.97,880.44,891.76
Btla,NM_001037719.2,2405.68,1517.97,2819.72,1155.58,1922.89,756.58,766.57,1180.72,920.12,509.95,620.56,703.76,514.62,347.78,559.8,73.37,267.7,118.45,47.68,110.12,439.78,187.69,694.82,360.43,346.99,1618.48,1142.05,1540.12,736.08,1359.28,9.99,6.86,28.67,8.79,13.99,7.23,8.62,13.19,7.61,9.67,11.5,15.95,14.06,7.46,23.34,19.04,13.9,38.07,14.85,11.23,10.97,5.23,14.78,5.68,10.16,20.48,15.03,4.48,11.29,16.61,2214.72,1557.85,1066.54,1390.77,2092.77,685.54,540.7,491.86,875.53,664.55,798.28,661.44,338.42,372.01,730.17,497.61,1252.41,516.7,602.16,676.46,833.59,661.33,727.93,714.69,1113.26,1669.17,1226.33,790.1,926.77,1728.67,501.76,312.6,192.98,276.04,609.99,110.78,262.04,236.45,194.52,182.77,45.28,32.95,50.66,48.51,64.27,118.43,77.91,168.63,153.69,143.03,364.28,184.25,119.24,200.59,260.92,419.78,296.66,116.47,181.92,265.85
C1qa,NM_007572.2,2232.1,2260.3,2758.69,2338.68,2754.25,6451,7017.28,4784.79,4770.59,9890.84,5149.94,5324.29,8516,5652.87,5261.96,768.99,1123.42,827.32,690.29,658.72,1731.01,1381.25,2794.26,2552.57,1916.12,2856.92,2330.63,2423.18,2766.75,2537.82,591.84,228.5,1159.21,959.17,421,400.98,394.74,680.2,243.57,1456.67,628.73,810.57,745.23,408.76,627.06,927.86,362.92,1993.27,1457.05,647.31,479.36,588.14,1011.27,835.42,811.41,1831.4,2138.07,404.77,721.22,1336.45,1334.71,1614.77,1637.11,1090.44,1531.16,3631.86,4031.5,3036.57,2985.51,3893.25,2303.15,1776.51,2917.03,3254.03,3316.49,2674.48,1587.85,2044.97,2516.11,2481.29,1839.83,2054.06,2156.4,1725.43,1829.17,2493.01,2082.3,2157.86,2106.02,1337.39,1263.43,1303.35,1156.53,996.62,1204.88,2654.38,1950.51,1095.8,2939.75,2029.43,627.02,826.68,1055.53,573.17,882.07,914.94,1145.3,1196.47,1213.08,1037,813.76,855.98,853.83,1223.18,1066.76,1232.27,1508.86,1567.1,1178.97,1330.54
C1qb,NM_009777.2,3701.14,3232,4011.39,3906.98,4634.56,10458.35,11362.76,8224.62,8262.85,15494.83,8078.47,8665.49,12134,9673.86,9865.44,1575.36,2176.91,1686.06,1450.06,1366.94,3129.09,2880.94,5543.54,3652.67,3829.88,4720.44,4009.92,4474.84,4402.48,4273.25,1166.77,343.9,2251.86,1746.94,750.38,797.31,698.34,1233.48,467.03,2551.73,1095.24,1557.35,1259.74,762.79,1171.93,1812.45,767,3952.79,2728.19,1046.93,779.72,1097.87,2008.78,1602.17,1270.95,3537.72,2856.4,800.08,1271.73,2533.69,2323.28,2825.84,2968,2066.78,2557.2,6655.42,8115.84,6114.48,6302.61,9238.95,4017.02,3102.96,5396.1,6141.51,6233.47,5184.67,2827.64,4193.71,4924.75,4876.97,3329.45,3641.75,3866.65,3330.37,3624.75,4792.6,4001.7,4024.5,3938.39,2623.47,2039.54,2188.17,2186.18,1879.3,2090.31,5963.48,4329.14,2119.15,5879.5,4372.96,988.14,1278.29,1442.18,948.7,1261.25,1096.07,1838.72,1919.17,1789.43,1255.52,1060.53,1318.52,1475.57,2040.81,1554.87,1970.27,2916.94,2998.66,2257.66,2695.92
C1qbp,NM_007573.2,975.09,1494.18,1040.61,1312.29,996.92,1000.35,1172.21,908.76,899.05,940.82,1171.41,1148.45,1040.99,1168.96,1448.85,1279.81,1727.41,1573.66,1963.84,1521.51,1097.77,1503.34,1057.22,1237.28,1117.44,918.56,1258.36,1082.6,1167.61,1150.44,1989.96,2086.23,2081.87,1852.42,1924.56,1644.74,1590.66,1722.48,2106.8,1706.84,1900.57,1900.72,1948.09,2120.07,1957.28,1792.54,2131.57,1995.86,1904.92,1891.09,2034,2141.88,1976.67,1942.68,1969.41,1871.62,1845.61,2142.18,2027.72,1875.49,1011.57,1020.48,980.17,1138.88,1082.54,939.35,1100.78,1106.34,968.68,960.59,1113.82,1402.45,1377.56,1075.14,1091.56,846.73,1141.99,1216.93,959.57,945.92,1022.26,1155.73,1065.81,1284.99,1063.44,893.69,1049.6,1090.86,1152.04,1324.57,878.99,931.33,798.34,848.97,900.52,1096.41,989.1,1066.56,996.27,1208.99,1366.67,1438.2,1512.48,1705.15,2231.7,791.87,522.01,562.1,686.13,667.49,778.51,836.79,764.4,854.7,757.91,604.85,915.54,1091.67,932.92,831.1
